trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
6383125,7/21/2015 17:24,7/21/2015 17:59,3679,2080,247,Shore Drive & 55th St,4,Burnham Harbor,Customer,,
6389822,7/21/2015 21:23,7/21/2015 21:45,2670,1362,249,Montrose Harbor,299,Halsted St & Roscoe St,Subscriber,Male,1981.0
6304990,7/18/2015 10:55,7/18/2015 11:11,2971,926,216,California Ave & Division St,54,Ogden Ave & Chicago Ave,Subscriber,Female,1969.0
6556748,7/29/2015 17:23,7/29/2015 17:44,1653,1278,174,Canal St & Madison St,158,Milwaukee Ave & Wabansia Ave,Subscriber,Female,1982.0
6198139,7/12/2015 16:00,7/12/2015 16:04,1976,196,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6506517,7/27/2015 10:19,7/27/2015 10:27,2169,485,31,Franklin St & Chicago Ave,77,Clinton St & Madison St,Subscriber,Male,1965.0
6338092,7/19/2015 16:37,7/19/2015 16:59,3939,1317,249,Montrose Harbor,229,Southport Ave & Roscoe St,Customer,,
6510109,7/27/2015 13:46,7/27/2015 13:52,2671,363,45,Michigan Ave & Congress Pkwy,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1973.0
6328558,7/19/2015 12:03,7/19/2015 12:26,1581,1323,97,Museum Campus,45,Michigan Ave & Congress Pkwy,Customer,,
6451923,7/24/2015 18:05,7/24/2015 18:09,2694,265,359,Larrabee St & Division St,331,Halsted St & Blackhawk St,Subscriber,Male,1994.0
6111192,7/8/2015 16:10,7/8/2015 16:14,2934,238,325,Clark St & Winnemac Ave,326,Clark St & Leland Ave,Subscriber,Male,1982.0
6288110,7/17/2015 13:13,7/17/2015 13:22,1746,508,57,Clinton St & Roosevelt Rd,275,Ashland Ave & 13th St,Subscriber,Male,1988.0
6497134,7/26/2015 18:20,7/26/2015 18:50,601,1806,284,Michigan Ave & Jackson Blvd,112,Green St & Randolph St,Customer,,
6055285,7/5/2015 15:40,7/5/2015 16:04,3930,1448,268,Lake Shore Dr & North Blvd,157,Lake Shore Dr & Wellington Ave,Customer,,
6176041,7/11/2015 15:33,7/11/2015 15:49,1278,966,268,Lake Shore Dr & North Blvd,35,Streeter Dr & Illinois St,Customer,,
6572983,7/30/2015 12:49,7/30/2015 12:57,2190,456,176,Clark St & Elm St,48,Larrabee St & Kingsbury St,Subscriber,Male,1989.0
6389038,7/21/2015 20:37,7/21/2015 20:49,2475,705,303,Broadway & Cornelia Ave,323,Sheridan Rd & Lawrence Ave,Customer,,
5968763,7/2/2015 11:21,7/2/2015 11:46,2242,1462,192,Canal St & Adams St,2,Buckingham Fountain,Customer,,
6537912,7/28/2015 18:13,7/28/2015 18:27,2294,837,493,Western Ave & Roscoe St,114,Sheffield Ave & Addison St,Subscriber,Male,1987.0
6119492,7/9/2015 6:39,7/9/2015 7:02,2367,1356,68,Clinton St & Tilden St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1971.0
6524981,7/28/2015 7:52,7/28/2015 8:12,1612,1208,329,Lake Shore Dr & Diversey Pkwy,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1984.0
6412806,7/22/2015 22:40,7/22/2015 22:54,2500,829,277,Ashland Ave & Grand Ave,61,Wood St & Milwaukee Ave,Customer,,
6602148,7/31/2015 16:41,7/31/2015 16:59,3805,1114,268,Lake Shore Dr & North Blvd,26,McClurg Ct & Illinois St,Customer,,
6073243,7/6/2015 11:57,7/6/2015 13:00,4684,3756,76,Lake Shore Dr & Monroe St,255,Indiana Ave & Roosevelt Rd,Customer,,
6588327,7/31/2015 1:24,7/31/2015 1:33,3240,549,76,Lake Shore Dr & Monroe St,26,McClurg Ct & Illinois St,Customer,,
6113024,7/8/2015 17:11,7/8/2015 17:33,3404,1324,176,Clark St & Elm St,6,Dusable Harbor,Customer,,
6492235,7/26/2015 15:22,7/26/2015 15:28,2347,334,301,Clark St & Schiller St,289,Wells St & Concord Pl,Customer,,
6289505,7/17/2015 14:22,7/17/2015 14:39,4663,999,329,Lake Shore Dr & Diversey Pkwy,268,Lake Shore Dr & North Blvd,Customer,,
6076730,7/6/2015 14:58,7/6/2015 15:16,4573,1068,506,Spaulding Ave & Armitage Ave,130,Damen Ave & Division St,Customer,,
6093688,7/7/2015 17:06,7/7/2015 18:09,3750,3818,249,Montrose Harbor,249,Montrose Harbor,Customer,,
6178792,7/11/2015 17:56,7/11/2015 18:10,3284,860,91,Clinton St & Washington Blvd,90,Millennium Park,Subscriber,Female,1961.0
6195840,7/12/2015 15:05,7/12/2015 15:24,2704,1161,90,Millennium Park,168,Michigan Ave & 14th St,Customer,,
6353204,7/20/2015 11:02,7/20/2015 11:11,3824,487,268,Lake Shore Dr & North Blvd,85,Michigan Ave & Oak St,Customer,,
6423656,7/23/2015 15:32,7/23/2015 15:43,2891,609,122,Ogden Ave & Congress Pkwy,277,Ashland Ave & Grand Ave,Subscriber,Male,1984.0
5997996,7/3/2015 15:48,7/3/2015 16:04,4699,968,284,Michigan Ave & Jackson Blvd,194,Wabash Ave & Wacker Pl,Customer,,
6120589,7/9/2015 8:01,7/9/2015 8:05,2219,220,190,Southport Ave & Wrightwood Ave,302,Sheffield Ave & Wrightwood Ave,Subscriber,Male,1966.0
6452098,7/24/2015 18:11,7/24/2015 18:30,2103,1152,182,Wells St & Elm St,34,Cannon Dr & Fullerton Ave,Subscriber,Male,1979.0
6038402,7/4/2015 21:09,7/4/2015 22:40,3872,5419,31,Franklin St & Chicago Ave,43,Michigan Ave & Washington St,Customer,,
6327687,7/19/2015 11:34,7/19/2015 11:45,4833,672,146,Loomis St & Jackson Blvd,112,Green St & Randolph St,Customer,,
6141605,7/10/2015 8:39,7/10/2015 8:57,1653,1101,4,Burnham Harbor,76,Lake Shore Dr & Monroe St,Customer,,
6042944,7/5/2015 7:35,7/5/2015 8:08,732,1995,288,Larrabee St & Armitage Ave,94,Clark St & Armitage Ave,Customer,,
6554205,7/29/2015 16:12,7/29/2015 16:21,3043,569,52,Michigan Ave & Lake St,287,Franklin St & Monroe St,Subscriber,Male,1973.0
5969001,7/2/2015 11:38,7/2/2015 12:09,215,1870,53,Wells St & Erie St,97,Museum Campus,Customer,,
6176665,7/11/2015 15:57,7/11/2015 16:06,2550,549,426,Ellis Ave & 60th St,248,Woodlawn Ave & 55th St,Customer,,
6394251,7/22/2015 8:17,7/22/2015 8:28,2593,609,111,Sedgwick St & Huron St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1993.0
6386557,7/21/2015 18:58,7/21/2015 19:12,3336,867,303,Broadway & Cornelia Ave,249,Montrose Harbor,Customer,,
6071649,7/6/2015 10:06,7/6/2015 10:13,4474,408,181,LaSalle St & Illinois St,196,Cityfront Plaza Dr & Pioneer Ct,Customer,,
6539093,7/28/2015 18:49,7/28/2015 19:11,4082,1285,150,Fort Dearborn Dr & 31st St,339,Emerald Ave & 31st St,Customer,,
6550033,7/29/2015 12:10,7/29/2015 12:18,1539,518,127,Lincoln Ave & Fullerton Ave,226,Racine Ave & Belmont Ave,Subscriber,Female,1979.0
6120888,7/9/2015 8:16,7/9/2015 8:21,3493,272,144,Larrabee St & Webster Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1974.0
6499016,7/26/2015 19:43,7/26/2015 20:08,1168,1516,324,Stockton Dr & Wrightwood Ave,324,Stockton Dr & Wrightwood Ave,Customer,,
6273003,7/16/2015 13:19,7/16/2015 13:40,4798,1253,93,Sheffield Ave & Willow St,289,Wells St & Concord Pl,Customer,,
6561565,7/29/2015 19:53,7/29/2015 20:26,3517,2029,124,Damen Ave & Cullerton St,210,Ashland Ave & Division St,Customer,,
6133355,7/9/2015 18:34,7/9/2015 18:49,3601,897,315,Elston Ave & Wabansia Ave,382,Western Ave & Congress Pkwy,Subscriber,Female,1988.0
6368387,7/20/2015 22:52,7/20/2015 23:11,3309,1133,130,Damen Ave & Division St,257,Lincoln Ave & Waveland Ave,Subscriber,Male,1984.0
6076505,7/6/2015 14:43,7/6/2015 15:07,677,1471,76,Lake Shore Dr & Monroe St,341,Adler Planetarium,Customer,,
5988661,7/3/2015 11:43,7/3/2015 11:52,411,531,501,Richmond St & Diversey Ave,260,Kedzie Ave & Milwaukee Ave,Customer,,
6139594,7/10/2015 7:17,7/10/2015 7:34,4678,1049,77,Clinton St & Madison St,383,Ashland Ave & Harrison St,Subscriber,Female,1973.0
6402995,7/22/2015 16:25,7/22/2015 16:30,4549,328,192,Canal St & Adams St,133,Kingsbury St & Kinzie St,Subscriber,Male,1962.0
6163526,7/11/2015 9:12,7/11/2015 9:26,603,824,74,Kingsbury St & Erie St,217,May St & Fulton St,Subscriber,Female,1978.0
